"Income Monthly","Monthly Debt","Credit Score","Loan Amount","DTI","Employment Status","Defaults","Loan Status","Loan Period (Months)"
"206512","81671","719","638896","39.55","Self-Employed","Yes","rejected","180"
"80401","5241","662","1989193","6.52","Self-Employed","No","approved","240"
"97069","54625","455","1566258","56.27","Employed","No","rejected","60"
"55309","18421","498","595751","33.31","Self-Employed","No","rejected","24"
"191725","50670","760","2092874","26.43","Employed","No","approved","36"
"75499","33052","742","1243960","43.78","Employed","Yes","rejected","24"
"126618","13148","490","2193867","10.38","Self-Employed","No","rejected","48"
"0","0","547","2351834","0","Employed","Yes","rejected","240"
"122168","2240","607","718334","1.83","Employed","No","approved","12"
"197274","75067","642","118824","38.05","Employed","No","approved","180"
"50915","7942","449","1478032","15.6","Self-Employed","No","rejected","36"
"89065","31389","481","1435113","35.24","Self-Employed","Yes","rejected","24"
"35344","14097","427","2504283","39.89","Employed","No","rejected","36"
"87828","13009","808","604952","14.81","Employed","Yes","rejected","120"
"0","0","473","2234865","0","Self-Employed","Yes","rejected","36"
"206659","23411","738","1737392","11.33","Self-Employed","Yes","rejected","180"
"207490","78310","673","2203250","37.74","Self-Employed","Yes","rejected","48"
"118111","40543","706","1613478","34.33","Self-Employed","No","approved","120"
"65732","10697","783","2322631","16.27","Employed","No","approved","48"
"53612","23401","742","49225","43.65","Employed","Yes","rejected","48"
"195572","46982","578","2128470","24.02","Employed","Yes","rejected","120"
"149517","85344","621","1555102","57.08","Employed","Yes","rejected","240"
"160079","65735","747","1315009","41.06","Self-Employed","No","approved","180"
"193177","70511","455","2096567","36.5","Self-Employed","Yes","rejected","180"
"58823","4982","678","2027761","8.47","Employed","No","approved","12"
"170605","63264","830","1851010","37.08","Self-Employed","No","approved","240"
"15456","3340","715","1731030","21.61","Employed","Yes","rejected","24"
"117740","25082","651","2323320","21.3","Employed","Yes","rejected","240"
"0","0","571","1467232","0","Self-Employed","Yes","rejected","12"
"175770","93862","705","1068104","53.4","Employed","No","approved","36"
"8300","4120","608","1345517","49.64","Self-Employed","No","rejected","120"
"26616","6094","840","2316441","22.9","Self-Employed","No","rejected","36"
"25514","13649","796","60139","53.5","Self-Employed","No","approved","24"
"8430","3255","459","1256434","38.61","Employed","Yes","rejected","12"
"36016","846","759","35248","2.35","Self-Employed","Yes","rejected","180"
"169673","96561","847","1020092","56.91","Self-Employed","No","approved","24"
"0","0","432","649011","0","Employed","Yes","rejected","120"
"24033","5025","430","1293366","20.91","Self-Employed","No","rejected","180"
"19938","746","660","1817833","3.74","Employed","No","rejected","240"
"166944","80535","466","1315007","48.24","Self-Employed","No","rejected","12"
"140770","66522","477","921590","47.26","Self-Employed","No","rejected","36"
"113689","4638","524","1013029","4.08","Employed","Yes","rejected","24"
"188642","40415","832","2319460","21.42","Employed","Yes","rejected","24"
"51123","30469","754","2150284","59.6","Self-Employed","Yes","rejected","12"
"47060","4790","447","2205746","10.18","Self-Employed","No","rejected","24"
"27803","4059","506","1590829","14.6","Employed","No","approved","12"
"114000","46572","522","2229363","40.85","Employed","Yes","rejected","24"
"205605","97434","600","843430","47.39","Self-Employed","Yes","rejected","60"
"71886","30929","815","1218542","43.03","Self-Employed","No","approved","48"
"123830","30626","684","2054157","24.73","Employed","Yes","rejected","36"
"64516","22651","691","1809274","35.11","Self-Employed","No","approved","48"
"41170","8368","510","1356871","20.33","Employed","Yes","rejected","48"
"143718","22162","774","1776223","15.42","Self-Employed","Yes","rejected","120"
"91546","18780","798","1365342","20.51","Self-Employed","No","approved","36"
"32816","16688","541","28488","50.85","Employed","No","approved","48"
"0","0","780","1088112","0","Employed","No","rejected","120"
"142059","29587","578","2005781","20.83","Self-Employed","No","approved","48"
"9855","1122","490","1187911","11.39","Employed","Yes","rejected","60"
"139068","50189","597","1770468","36.09","Self-Employed","Yes","rejected","180"
"21977","947","603","879817","4.31","Self-Employed","No","approved","24"
"163776","7186","745","104825","4.39","Self-Employed","Yes","rejected","120"
"207020","61281","803","663810","29.6","Self-Employed","Yes","rejected","36"
"93030","39932","605","833834","42.92","Self-Employed","No","approved","120"
"80843","27093","838","1766369","33.51","Self-Employed","No","approved","240"
"166905","81490","557","1650916","48.82","Employed","Yes","rejected","180"
"182988","96308","699","1433826","52.63","Employed","Yes","rejected","60"
"169626","63104","637","1135075","37.2","Self-Employed","No","approved","12"
"0","0","492","1447969","0","Self-Employed","Yes","rejected","24"
"184942","1274","461","1724397","0.69","Employed","Yes","rejected","60"
"140325","53040","537","1344174","37.8","Employed","Yes","rejected","180"
"154614","37008","430","550797","23.94","Employed","Yes","rejected","48"
"84483","29197","803","1408104","34.56","Self-Employed","No","approved","60"
"79852","3982","570","116311","4.99","Self-Employed","No","approved","24"
"123452","35674","836","477930","28.9","Employed","Yes","rejected","24"
"177391","89843","750","1196472","50.65","Employed","No","approved","24"
"0","0","465","225720","0","Self-Employed","Yes","rejected","24"
"204722","26458","754","391916","12.92","Self-Employed","No","approved","60"
"59574","35496","579","165384","59.58","Self-Employed","No","approved","48"
"119884","51925","461","1002135","43.31","Self-Employed","No","rejected","48"
"106100","53861","439","455725","50.76","Employed","Yes","rejected","60"
"93721","40728","701","1660743","43.46","Self-Employed","Yes","rejected","120"
"193930","19934","472","1423224","10.28","Employed","Yes","rejected","48"
"173557","98679","787","1705027","56.86","Employed","Yes","rejected","180"
"50213","19711","731","1314553","39.25","Self-Employed","Yes","rejected","12"
"51277","8667","443","2322696","16.9","Employed","Yes","rejected","120"
"122563","71874","686","817133","58.64","Self-Employed","Yes","rejected","24"
"200284","38743","456","890577","19.34","Employed","Yes","rejected","12"
"133822","24344","587","1405897","18.19","Employed","Yes","rejected","120"
"41292","12075","686","1556972","29.24","Employed","No","approved","180"
"44242","16776","605","1931640","37.92","Employed","No","approved","48"
"37165","14960","848","1190407","40.25","Self-Employed","No","approved","240"
"0","0","740","1771579","0","Self-Employed","No","rejected","240"
"20879","5553","587","2493769","26.6","Self-Employed","No","rejected","48"
"97342","49673","552","1637659","51.03","Self-Employed","Yes","rejected","240"
"92987","17676","513","1232787","19.01","Self-Employed","No","approved","24"
"18269","837","696","544946","4.58","Employed","No","approved","240"
"137710","23212","804","1652792","16.86","Self-Employed","No","approved","48"
"0","0","802","1493756","0","Employed","Yes","rejected","120"
"206394","87755","669","393466","42.52","Self-Employed","Yes","rejected","12"
"172667","96128","676","73925","55.67","Self-Employed","Yes","rejected","240"
"177167","43450","680","962066","24.52","Employed","Yes","rejected","60"
"0","0","438","2494575","0","Self-Employed","No","rejected","36"
"49916","28590","790","1752317","57.28","Employed","No","approved","36"
"118707","7199","559","909139","6.06","Self-Employed","Yes","rejected","60"
"201577","70799","613","739301","35.12","Self-Employed","No","approved","120"
"19341","6793","569","1744966","35.12","Employed","Yes","rejected","36"
"188203","110485","727","2318088","58.71","Self-Employed","No","approved","48"
"31852","2501","611","1165325","7.85","Employed","Yes","rejected","36"
"0","0","599","1763293","0","Self-Employed","No","rejected","120"
"66542","28497","671","1142750","42.83","Employed","Yes","rejected","36"
"0","0","621","2127755","0","Employed","Yes","rejected","12"
"0","0","789","439747","0","Self-Employed","No","rejected","120"
"183999","15041","568","1910232","8.17","Self-Employed","No","approved","180"
"17192","5002","439","2093577","29.09","Employed","Yes","rejected","36"
"65391","36645","775","260942","56.04","Employed","No","approved","240"
"159606","81994","786","750053","51.37","Employed","No","approved","48"
"202728","93229","800","2059971","45.99","Employed","No","approved","48"
"75981","15160","712","1205891","19.95","Employed","Yes","rejected","240"
"194903","967","463","2118773","0.5","Self-Employed","No","rejected","48"
"64364","1117","488","1636299","1.74","Employed","Yes","rejected","60"
"40671","5508","760","1637732","13.54","Self-Employed","No","approved","48"
"56690","8452","832","1209681","14.91","Self-Employed","No","approved","120"
"0","0","522","1734920","0","Employed","No","rejected","36"
"56270","1035","641","224924","1.84","Employed","Yes","rejected","60"
"71469","12137","592","2024427","16.98","Self-Employed","Yes","rejected","240"
"99952","50685","695","1386835","50.71","Self-Employed","No","approved","60"
"190322","95471","611","408107","50.16","Employed","No","approved","60"
"120806","25543","651","1511962","21.14","Self-Employed","Yes","rejected","48"
"118823","26910","608","843529","22.65","Employed","Yes","rejected","12"
"23128","9848","571","2508088","42.58","Employed","Yes","rejected","180"
"201998","69404","746","969237","34.36","Employed","Yes","rejected","120"
"135085","67918","850","999939","50.28","Employed","Yes","rejected","180"
"80030","2168","804","952049","2.71","Self-Employed","No","approved","12"
"206402","20716","621","550378","10.04","Self-Employed","No","approved","24"
"30608","2440","637","2442137","7.97","Self-Employed","No","approved","120"
"195709","25421","607","2476597","12.99","Employed","No","approved","12"
"119959","56386","696","1441505","47","Employed","Yes","rejected","60"
"87838","20317","573","627019","23.13","Self-Employed","No","approved","180"
"131111","68668","537","307033","52.37","Employed","Yes","rejected","48"
"0","0","823","2013516","0","Self-Employed","Yes","rejected","240"
"166468","74401","593","1339539","44.69","Self-Employed","No","approved","120"
"57338","24321","641","1509198","42.42","Self-Employed","No","approved","48"
"67972","25267","523","1316924","37.17","Employed","Yes","rejected","12"
"184132","96473","844","1341416","52.39","Employed","Yes","rejected","240"
"183314","95903","830","1735063","52.32","Self-Employed","Yes","rejected","120"
"112380","25151","510","1996095","22.38","Employed","Yes","rejected","12"
"28677","10113","773","173834","35.27","Self-Employed","No","approved","12"
"0","0","527","2308824","0","Employed","Yes","rejected","180"
"149588","8164","773","1885851","5.46","Self-Employed","No","approved","180"
"93427","983","479","2518137","1.05","Employed","No","rejected","60"
"129313","65303","729","2500986","50.5","Self-Employed","No","approved","36"
"195628","39824","421","628816","20.36","Self-Employed","Yes","rejected","120"
"205800","72769","642","921359","35.36","Self-Employed","No","approved","240"
"189358","49094","537","326733","25.93","Self-Employed","No","approved","180"
"124152","14771","633","308128","11.9","Employed","Yes","rejected","240"
"56567","27390","585","2414501","48.42","Self-Employed","Yes","rejected","60"
"30226","2893","653","42338","9.57","Employed","No","approved","48"
"139441","4416","424","491891","3.17","Employed","No","rejected","60"
"13958","1272","444","1757532","9.11","Employed","Yes","rejected","180"
"17269","1661","832","1531116","9.62","Self-Employed","Yes","rejected","12"
"57169","15832","774","2209171","27.69","Self-Employed","Yes","rejected","180"
"143094","30182","778","2418894","21.09","Employed","Yes","rejected","24"
"128539","45650","684","1680946","35.51","Employed","No","approved","48"
"196107","372","570","155776","0.19","Employed","No","approved","60"
"0","0","525","636011","0","Self-Employed","Yes","rejected","240"
"56125","17495","586","1045350","31.17","Self-Employed","No","approved","180"
"130603","24608","766","1522344","18.84","Employed","No","approved","36"
